created_at,name,clan,level,percent,battleEXP,kills,classId
2026-08-19T17:00:05.70828+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T17:00:05.70828+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T18:00:04.743102+00:00,DarkFury,LegacY,130,78.8557,6255,213,1
2026-08-19T18:00:04.743102+00:00,LekJhonson95,LegacY,129,12.3252,1845,65,6
2026-08-19T18:00:04.743102+00:00,Secret,LegacY,129,78.4036,5623,185,10
2026-08-19T18:00:04.743102+00:00,SrVittar,LegacY,129,89.5134,1332,41,5
2026-08-19T18:00:04.743102+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T18:00:04.743102+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T19:00:04.243662+00:00,DarkFury,LegacY,130,78.8557,6255,213,1
2026-08-19T19:00:04.243662+00:00,LekJhonson95,LegacY,129,12.3252,1845,65,6
2026-08-19T19:00:04.243662+00:00,Secret,LegacY,129,78.4036,5623,185,10
2026-08-19T19:00:04.243662+00:00,SrVittar,LegacY,129,89.5134,1332,41,5
2026-08-19T19:00:04.243662+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T19:00:04.243662+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T20:00:04.436348+00:00,DarkFury,LegacY,130,78.8557,6255,213,1
2026-08-19T20:00:04.436348+00:00,LekJhonson95,LegacY,129,12.3252,1845,65,6
2026-08-19T20:00:04.436348+00:00,Secret,LegacY,129,78.4036,5623,185,10
2026-08-19T20:00:04.436348+00:00,SrVittar,LegacY,129,89.5134,1332,41,5
2026-08-19T20:00:04.436348+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T20:00:04.436348+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T21:00:04.372791+00:00,DarkFury,LegacY,130,78.8557,6255,213,1
2026-08-19T21:00:04.372791+00:00,LekJhonson95,LegacY,129,12.3252,1845,65,6
2026-08-19T21:00:04.372791+00:00,Secret,LegacY,129,78.4036,5623,185,10
2026-08-19T21:00:04.372791+00:00,SrVittar,LegacY,129,89.5134,1332,41,5
2026-08-19T21:00:04.372791+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T21:00:04.372791+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T22:00:04.031498+00:00,DarkFury,LegacY,130,78.8557,6255,213,1
2026-08-19T22:00:04.031498+00:00,LekJhonson95,LegacY,129,12.3252,1845,65,6
2026-08-19T22:00:04.031498+00:00,Secret,LegacY,129,78.4036,5623,185,10
2026-08-19T22:00:04.031498+00:00,SrVittar,LegacY,129,89.5134,1332,41,5
2026-08-19T22:00:04.031498+00:00,Tempest,LegacY,131,24.8736,7629,265,3
2026-08-19T22:00:04.031498+00:00,midnightpurple,LegacY,130,2.6458,7033,227,3
2026-08-19T23:00:03.67632+00:00,DarkFury,LegacY,130,78.8826,6255,213,1
2026-08-19T23:00:03.67632+00:00,LekJhonson95,LegacY,129,12.3575,1845,65,6
2026-08-19T23:00:03.67632+00:00,Secret,LegacY,129,78.4146,5623,185,10
2026-08-19T23:00:03.67632+00:00,SrVittar,LegacY,129,89.5446,1332,41,5
2026-08-19T23:00:03.67632+00:00,Tempest,LegacY,131,24.9008,7629,265,3
2026-08-19T23:00:03.67632+00:00,midnightpurple,LegacY,130,2.6728,7033,227,3
2026-08-20T00:00:03.525795+00:00,DarkFury,LegacY,130,80.3206,6255,213,1
2026-08-20T00:00:03.525795+00:00,LekJhonson95,LegacY,129,14.1027,1845,65,6
2026-08-20T00:00:03.525795+00:00,Secret,LegacY,129,79.0825,5623,185,10
2026-08-20T00:00:03.525795+00:00,SrVittar,LegacY,129,90.8912,1345,42,5
2026-08-20T00:00:03.525795+00:00,Tempest,LegacY,131,25.9841,7629,265,3
2026-08-20T00:00:03.525795+00:00,midnightpurple,LegacY,130,4.056,7033,227,3
2026-08-20T01:00:03.874545+00:00,DarkFury,LegacY,130,80.3362,6668,227,1
2026-08-20T01:00:03.874545+00:00,LekJhonson95,LegacY,129,14.2845,2030,73,6
2026-08-20T01:00:03.874545+00:00,Secret,LegacY,129,79.1068,5623,185,10
2026-08-20T01:00:03.874545+00:00,SrVittar,LegacY,129,91.2285,1803,55,5
2026-08-20T01:00:03.874545+00:00,Tempest,LegacY,131,26.214,8461,290,3
2026-08-20T01:00:03.874545+00:00,midnightpurple,LegacY,130,4.3436,7033,227,3
2026-08-20T02:00:03.997035+00:00,DarkFury,LegacY,130,80.653,6668,227,1
2026-08-20T02:00:03.997035+00:00,LekJhonson95,LegacY,129,14.3362,2030,73,6
2026-08-20T02:00:03.997035+00:00,Secret,LegacY,129,79.1801,5623,185,10
2026-08-20T02:00:03.997035+00:00,SrVittar,LegacY,129,91.2809,1803,55,5
2026-08-20T02:00:03.997035+00:00,Tempest,LegacY,131,26.2543,8461,290,3
2026-08-20T02:00:03.997035+00:00,midnightpurple,LegacY,130,4.3802,7033,227,3
2026-08-20T03:00:03.998929+00:00,DarkFury,LegacY,130,80.7053,6668,227,1
2026-08-20T03:00:03.998929+00:00,LekJhonson95,LegacY,129,14.4188,2030,73,6
2026-08-20T03:00:03.998929+00:00,Secret,LegacY,129,79.2412,5623,185,10
2026-08-20T03:00:03.998929+00:00,SrVittar,LegacY,129,91.3425,1803,55,5
2026-08-20T03:00:03.998929+00:00,Tempest,LegacY,131,26.3131,8461,290,3
2026-08-20T03:00:03.998929+00:00,midnightpurple,LegacY,130,4.4407,7033,227,3
2026-08-20T04:00:03.936408+00:00,DarkFury,LegacY,130,80.7589,6668,227,1
2026-08-20T04:00:03.936408+00:00,LekJhonson95,LegacY,129,14.4834,2030,73,6
2026-08-20T04:00:03.936408+00:00,Secret,LegacY,129,79.3046,5623,185,10
2026-08-20T04:00:03.936408+00:00,SrVittar,LegacY,129,91.4063,1803,55,5
2026-08-20T04:00:03.936408+00:00,Tempest,LegacY,131,26.3578,8461,290,3
2026-08-20T04:00:03.936408+00:00,midnightpurple,LegacY,130,4.4832,7033,227,3
2026-08-20T05:00:04.980548+00:00,DarkFury,LegacY,130,81.1615,6668,227,1
2026-08-20T05:00:04.980548+00:00,LekJhonson95,LegacY,129,14.9584,2030,73,6
2026-08-20T05:00:04.980548+00:00,Secret,LegacY,129,79.7927,5623,185,10
2026-08-20T05:00:04.980548+00:00,SrVittar,LegacY,129,91.8886,1803,55,5
2026-08-20T05:00:04.980548+00:00,Tempest,LegacY,131,26.6981,8461,290,3
2026-08-20T05:00:04.980548+00:00,midnightpurple,LegacY,130,4.8958,7033,227,3
2026-08-20T06:00:04.977592+00:00,DarkFury,LegacY,130,81.2151,6668,227,1
2026-08-20T06:00:04.977592+00:00,LekJhonson95,LegacY,129,15.0227,2030,73,6
2026-08-20T06:00:04.977592+00:00,Secret,LegacY,129,79.8635,5623,185,10
2026-08-20T06:00:04.977592+00:00,SrVittar,LegacY,129,91.9526,1803,55,5
2026-08-20T06:00:04.977592+00:00,Tempest,LegacY,131,26.7427,8461,290,3
2026-08-20T06:00:04.977592+00:00,midnightpurple,LegacY,130,4.9379,7033,227,3
2026-08-20T07:00:04.830046+00:00,DarkFury,LegacY,130,81.2571,6668,227,1
2026-08-20T07:00:04.830046+00:00,LekJhonson95,LegacY,129,15.0858,2030,73,6
2026-08-20T07:00:04.830046+00:00,Secret,LegacY,129,79.9057,5623,185,10
2026-08-20T07:00:04.830046+00:00,SrVittar,LegacY,129,92.0027,1803,55,5
2026-08-20T07:00:04.830046+00:00,Tempest,LegacY,131,26.7764,8688,298,3
2026-08-20T07:00:04.830046+00:00,midnightpurple,LegacY,130,4.9841,7033,227,3
2026-08-20T08:00:04.757728+00:00,DarkFury,LegacY,130,81.311,6668,227,1
2026-08-20T08:00:04.757728+00:00,LekJhonson95,LegacY,129,15.1437,2030,73,6
2026-08-20T08:00:04.757728+00:00,Secret,LegacY,129,79.9696,5623,185,10
2026-08-20T08:00:04.757728+00:00,SrVittar,LegacY,129,92.0666,1803,55,5
2026-08-20T08:00:04.757728+00:00,Tempest,LegacY,131,26.8208,8688,298,3
2026-08-20T08:00:04.757728+00:00,midnightpurple,LegacY,130,5.0321,7033,227,3
2026-08-20T09:00:04.567873+00:00,DarkFury,LegacY,130,81.3773,6668,227,1
2026-08-20T09:00:04.567873+00:00,LekJhonson95,LegacY,129,15.2221,2030,73,6
2026-08-20T09:00:04.567873+00:00,Secret,LegacY,129,80.0404,5623,185,10
2026-08-20T09:00:04.567873+00:00,SrVittar,LegacY,129,92.1445,1803,55,5
2026-08-20T09:00:04.567873+00:00,Tempest,LegacY,131,26.8762,8688,298,3
2026-08-20T09:00:04.567873+00:00,midnightpurple,LegacY,130,5.098,7033,227,3
2026-08-20T10:00:04.216807+00:00,DarkFury,LegacY,130,82.0062,6668,227,1
2026-08-20T10:00:04.216807+00:00,LekJhonson95,LegacY,129,15.978,2030,73,6
2026-08-20T10:00:04.216807+00:00,Secret,LegacY,129,80.7835,5623,185,10
2026-08-20T10:00:04.216807+00:00,SrVittar,LegacY,129,92.9002,1803,55,5
2026-08-20T10:00:04.216807+00:00,Tempest,LegacY,131,27.4082,8688,298,3
2026-08-20T10:00:04.216807+00:00,midnightpurple,LegacY,130,5.7098,7033,227,3
2026-08-20T11:00:04.052683+00:00,DarkFury,LegacY,130,82.115,6668,227,1
2026-08-20T11:00:04.052683+00:00,LekJhonson95,LegacY,129,16.1066,2030,73,6
2026-08-20T11:00:04.052683+00:00,Secret,LegacY,129,80.9127,5623,185,10
2026-08-20T11:00:04.052683+00:00,SrVittar,LegacY,129,93.0285,1803,55,5
2026-08-20T11:00:04.052683+00:00,Tempest,LegacY,131,27.4915,8688,298,3
2026-08-20T11:00:04.052683+00:00,midnightpurple,LegacY,130,5.8254,7033,227,3
2026-08-20T12:00:04.750693+00:00,DarkFury,LegacY,130,82.2214,6668,227,1
2026-08-20T12:00:04.750693+00:00,LekJhonson95,LegacY,129,16.5335,2030,73,6
2026-08-20T12:00:04.750693+00:00,Secret,LegacY,129,81.0375,5623,185,10
2026-08-20T12:00:04.750693+00:00,SrVittar,LegacY,129,93.1538,1803,55,5
2026-08-20T12:00:04.750693+00:00,Tempest,LegacY,131,27.5935,8688,298,3
2026-08-20T12:00:04.750693+00:00,midnightpurple,LegacY,130,5.9113,7033,227,3
