created_at,name,clan,level,percent,battleEXP,kills,classId
2026-08-20T15:00:04.509856+00:00,Psych0,LegacY,130,73.2238,6568,211,5
2026-08-20T15:00:04.509856+00:00,SafaBosS,LegacY,131,20.4764,1742,64,6
2026-08-20T15:00:04.509856+00:00,Stelar,LegacY,130,90.5508,7334,244,3
2026-08-20T16:00:04.235414+00:00,Hewitt,LegacY,132,6.8196,12107,406,6
2026-08-20T16:00:04.235414+00:00,LiMaO,LegacY,131,25.3781,16001,553,4
2026-08-20T16:00:04.235414+00:00,PaoNaSchapa,LegacY,131,53.1674,8208,291,10
2026-08-20T16:00:04.235414+00:00,Psych0,LegacY,130,73.5743,6568,211,5
2026-08-20T16:00:04.235414+00:00,SafaBosS,LegacY,131,20.8458,1809,66,6
2026-08-20T16:00:04.235414+00:00,Stelar,LegacY,130,90.9332,8105,271,3
2026-08-20T17:00:03.934052+00:00,Hewitt,LegacY,132,7.0613,12107,406,6
2026-08-20T17:00:03.934052+00:00,LiMaO,LegacY,131,25.6553,16001,553,4
2026-08-20T17:00:03.934052+00:00,PaoNaSchapa,LegacY,131,53.4413,8208,291,10
2026-08-20T17:00:03.934052+00:00,Psych0,LegacY,130,73.9152,6568,211,5
2026-08-20T17:00:03.934052+00:00,SafaBosS,LegacY,131,21.13,1809,66,6
2026-08-20T17:00:03.934052+00:00,Stelar,LegacY,130,91.2453,8105,271,3
2026-08-20T18:00:04.330482+00:00,Hewitt,LegacY,132,7.1544,12107,406,6
2026-08-20T18:00:04.330482+00:00,LiMaO,LegacY,131,25.7678,16001,553,4
2026-08-20T18:00:04.330482+00:00,PaoNaSchapa,LegacY,131,53.5303,8208,291,10
2026-08-20T18:00:04.330482+00:00,Psych0,LegacY,130,74.0314,6568,211,5
2026-08-20T18:00:04.330482+00:00,SafaBosS,LegacY,131,21.2423,1809,66,6
2026-08-20T18:00:04.330482+00:00,Stelar,LegacY,130,91.3599,8105,271,3
2026-08-20T19:00:03.767991+00:00,Hewitt,LegacY,132,7.2448,12107,406,6
2026-08-20T19:00:03.767991+00:00,LiMaO,LegacY,131,25.8824,16001,553,4
2026-08-20T19:00:03.767991+00:00,PaoNaSchapa,LegacY,131,53.6461,8208,291,10
2026-08-20T19:00:03.767991+00:00,Psych0,LegacY,130,74.1528,6568,211,5
2026-08-20T19:00:03.767991+00:00,SafaBosS,LegacY,131,21.3454,1809,66,6
2026-08-20T19:00:03.767991+00:00,Stelar,LegacY,130,91.4827,8105,271,3
2026-08-20T20:00:05.742526+00:00,Hewitt,LegacY,132,7.3247,12129,408,6
2026-08-20T20:00:05.742526+00:00,LiMaO,LegacY,131,25.9786,16186,558,4
2026-08-20T20:00:05.742526+00:00,PaoNaSchapa,LegacY,131,53.7134,8287,293,10
2026-08-20T20:00:05.742526+00:00,Psych0,LegacY,130,74.2411,6568,211,5
2026-08-20T20:00:05.742526+00:00,SafaBosS,LegacY,131,21.4281,1809,66,6
2026-08-20T20:00:05.742526+00:00,Stelar,LegacY,130,91.5892,8105,271,3
2026-08-20T21:00:03.610461+00:00,Hewitt,LegacY,132,7.3932,12192,410,6
2026-08-20T21:00:03.610461+00:00,LiMaO,LegacY,131,26.0607,16186,558,4
2026-08-20T21:00:03.610461+00:00,PaoNaSchapa,LegacY,131,53.8101,8300,294,10
2026-08-20T21:00:03.610461+00:00,Psych0,LegacY,130,74.3492,6568,211,5
2026-08-20T21:00:03.610461+00:00,SafaBosS,LegacY,131,21.5248,1832,67,6
2026-08-20T21:00:03.610461+00:00,Stelar,LegacY,130,91.6781,8105,271,3
2026-08-20T22:00:03.062892+00:00,Hewitt,LegacY,132,7.5374,12481,420,6
2026-08-20T22:00:03.062892+00:00,LiMaO,LegacY,131,26.2345,16252,560,4
2026-08-20T22:00:03.062892+00:00,PaoNaSchapa,LegacY,131,53.9687,8476,301,10
2026-08-20T22:00:03.062892+00:00,Psych0,LegacY,130,74.5408,6865,221,5
2026-08-20T22:00:03.062892+00:00,SafaBosS,LegacY,131,21.5975,1832,67,6
2026-08-20T22:00:03.062892+00:00,Stelar,LegacY,130,91.8786,8105,271,3
2026-08-20T23:00:03.959665+00:00,Hewitt,LegacY,132,7.6194,12798,434,6
2026-08-20T23:00:03.959665+00:00,LiMaO,LegacY,131,26.3192,16268,561,4
2026-08-20T23:00:03.959665+00:00,PaoNaSchapa,LegacY,131,54.054,8533,303,10
2026-08-20T23:00:03.959665+00:00,Psych0,LegacY,130,74.6165,6865,221,5
2026-08-20T23:00:03.959665+00:00,SafaBosS,LegacY,131,21.6838,1832,67,6
2026-08-20T23:00:03.959665+00:00,Stelar,LegacY,130,91.9637,8105,271,3
2026-08-21T00:00:03.327984+00:00,Hewitt,LegacY,132,7.9063,13072,445,6
2026-08-21T00:00:03.327984+00:00,LiMaO,LegacY,131,26.544,16564,571,4
2026-08-21T00:00:03.327984+00:00,PaoNaSchapa,LegacY,131,54.2894,8643,306,10
2026-08-21T00:00:03.327984+00:00,Psych0,LegacY,130,75.0993,6865,221,5
2026-08-21T00:00:03.327984+00:00,SafaBosS,LegacY,131,21.9239,2059,75,6
2026-08-21T00:00:03.327984+00:00,Stelar,LegacY,130,92.2584,8327,280,3
2026-08-21T01:00:04.40643+00:00,Hewitt,LegacY,132,8.1333,13120,446,6
2026-08-21T01:00:04.40643+00:00,LiMaO,LegacY,131,26.7078,17076,589,4
2026-08-21T01:00:04.40643+00:00,PaoNaSchapa,LegacY,131,54.5137,9358,328,10
2026-08-21T01:00:04.40643+00:00,Psych0,LegacY,130,75.374,8009,261,5
2026-08-21T01:00:04.40643+00:00,SafaBosS,LegacY,131,22.0394,2059,75,6
2026-08-21T01:00:04.40643+00:00,Stelar,LegacY,130,92.5274,9289,311,3
2026-08-21T02:00:04.391484+00:00,Hewitt,LegacY,132,8.1702,13475,458,6
2026-08-21T02:00:04.391484+00:00,LiMaO,LegacY,131,26.7538,17076,589,4
2026-08-21T02:00:04.391484+00:00,PaoNaSchapa,LegacY,131,54.559,9358,328,10
2026-08-21T02:00:04.391484+00:00,Psych0,LegacY,130,75.4168,8009,261,5
2026-08-21T02:00:04.391484+00:00,SafaBosS,LegacY,131,22.0849,2059,75,6
2026-08-21T02:00:04.391484+00:00,Stelar,LegacY,130,92.57,9289,311,3
2026-08-21T03:00:05.060056+00:00,Hewitt,LegacY,132,8.297,13803,470,6
2026-08-21T03:00:05.060056+00:00,LiMaO,LegacY,131,26.8999,18145,628,4
2026-08-21T03:00:05.060056+00:00,PaoNaSchapa,LegacY,131,54.6957,10048,352,10
2026-08-21T03:00:05.060056+00:00,Psych0,LegacY,130,75.6006,8009,261,5
2026-08-21T03:00:05.060056+00:00,SafaBosS,LegacY,131,22.2369,2059,75,6
2026-08-21T03:00:05.060056+00:00,Stelar,LegacY,130,92.6222,9289,311,3
2026-08-21T04:00:03.979908+00:00,Hewitt,LegacY,132,8.3416,13803,470,6
2026-08-21T04:00:03.979908+00:00,LiMaO,LegacY,131,27.1303,19291,665,4
2026-08-21T04:00:03.979908+00:00,PaoNaSchapa,LegacY,131,54.9414,10697,374,10
2026-08-21T04:00:03.979908+00:00,Psych0,LegacY,130,75.6532,8009,261,5
2026-08-21T04:00:03.979908+00:00,SafaBosS,LegacY,131,22.4991,2059,75,6
2026-08-21T04:00:03.979908+00:00,Stelar,LegacY,130,92.6637,9289,311,3
2026-08-21T05:00:04.688737+00:00,Hewitt,LegacY,132,8.6303,13803,470,6
2026-08-21T05:00:04.688737+00:00,LiMaO,LegacY,131,27.4908,19291,665,4
2026-08-21T05:00:04.688737+00:00,PaoNaSchapa,LegacY,131,55.2872,10697,374,10
2026-08-21T05:00:04.688737+00:00,Psych0,LegacY,130,76.0575,8009,261,5
2026-08-21T05:00:04.688737+00:00,SafaBosS,LegacY,131,22.8456,2059,75,6
2026-08-21T05:00:04.688737+00:00,Stelar,LegacY,130,93.0677,9289,311,3
2026-08-21T06:00:04.462011+00:00,Hewitt,LegacY,132,8.6809,13803,470,6
2026-08-21T06:00:04.462011+00:00,LiMaO,LegacY,131,27.5371,19291,665,4
2026-08-21T06:00:04.462011+00:00,PaoNaSchapa,LegacY,131,55.3385,10697,374,10
2026-08-21T06:00:04.462011+00:00,Psych0,LegacY,130,76.1244,8009,261,5
2026-08-21T06:00:04.462011+00:00,SafaBosS,LegacY,131,22.8971,2059,75,6
2026-08-21T06:00:04.462011+00:00,Stelar,LegacY,130,93.1289,9289,311,3
2026-08-21T07:00:05.794671+00:00,Hewitt,LegacY,132,8.7274,13803,470,6
2026-08-21T07:00:05.794671+00:00,LiMaO,LegacY,131,27.6019,19291,665,4
2026-08-21T07:00:05.794671+00:00,PaoNaSchapa,LegacY,131,55.3885,10697,374,10
2026-08-21T07:00:05.794671+00:00,Psych0,LegacY,130,76.1745,8009,261,5
2026-08-21T07:00:05.794671+00:00,SafaBosS,LegacY,131,22.953,2059,75,6
2026-08-21T07:00:05.794671+00:00,Stelar,LegacY,130,93.1788,9289,311,3
